State,Parameters,Month,count,Year
Jammu & Kashmir,Asthma/COPD Cases,October,2252.0,2019.0
Jammu & Kashmir,Respiratory Mortality,October,7.0,2019.0
Jammu & Kashmir,Respiratory Mortality,October,13.0,2019.0
Jharkhand,Other Respiratory Illness Cases,October,121.0,2019.0
Jharkhand,Asthma Cases,October,29.0,2019.0
Jharkhand,Respiratory Hospitalizations,October,416.0,2019.0
Jharkhand,Asthma/COPD Cases,October,751.0,2019.0
Jharkhand,Respiratory Mortality,October,3.0,2019.0
Jharkhand,Respiratory Mortality,October,28.0,2019.0
Karnataka,Other Respiratory Illness Cases,October,2663.0,2019.0
Karnataka,Asthma Cases,October,1491.0,2019.0
Karnataka,Respiratory Hospitalizations,October,4376.0,2019.0
Karnataka,Asthma/COPD Cases,October,12343.0,2019.0
Karnataka,Respiratory Mortality,October,11.0,2019.0
Karnataka,Respiratory Mortality,October,679.0,2019.0
Kerala,Other Respiratory Illness Cases,October,1761.0,2019.0
Kerala,Asthma Cases,October,1477.0,2019.0
Kerala,Respiratory Hospitalizations,October,5483.0,2019.0
Kerala,Asthma/COPD Cases,October,10417.0,2019.0
Kerala,Respiratory Mortality,October,3.0,2019.0
Kerala,Respiratory Mortality,October,129.0,2019.0
Lakshadweep,Other Respiratory Illness Cases,October,6.0,2019.0
Lakshadweep,Asthma Cases,October,8.0,2019.0
Lakshadweep,Respiratory Hospitalizations,October,16.0,2019.0
Lakshadweep,Asthma/COPD Cases,October,46.0,2019.0
Lakshadweep,Respiratory Mortality,October,0.0,2019.0
Lakshadweep,Respiratory Mortality,October,1.0,2019.0
Madhya Pradesh,Other Respiratory Illness Cases,October,3303.0,2019.0
Madhya Pradesh,Asthma Cases,October,569.0,2019.0
Madhya Pradesh,Respiratory Hospitalizations,October,3217.0,2019.0
Madhya Pradesh,Asthma/COPD Cases,October,6500.0,2019.0
Madhya Pradesh,Respiratory Mortality,October,47.0,2019.0
Madhya Pradesh,Respiratory Mortality,October,383.0,2019.0
Maharashtra,Other Respiratory Illness Cases,October,1583.0,2019.0
Maharashtra,Asthma Cases,October,336.0,2019.0
Maharashtra,Respiratory Hospitalizations,October,1505.0,2019.0
Maharashtra,Asthma/COPD Cases,October,5719.0,2019.0
Maharashtra,Respiratory Mortality,October,23.0,2019.0
Maharashtra,Respiratory Mortality,October,1146.0,2019.0
Manipur,Other Respiratory Illness Cases,October,87.0,2019.0
Manipur,Asthma Cases,October,26.0,2019.0
Manipur,Respiratory Hospitalizations,October,273.0,2019.0
Manipur,Asthma/COPD Cases,October,95.0,2019.0
Manipur,Respiratory Mortality,October,0.0,2019.0
Manipur,Respiratory Mortality,October,5.0,2019.0
Meghalaya,Other Respiratory Illness Cases,October,614.0,2019.0
Meghalaya,Asthma Cases,October,44.0,2019.0
Meghalaya,Respiratory Hospitalizations,October,1064.0,2019.0
Meghalaya,Asthma/COPD Cases,October,1281.0,2019.0
Meghalaya,Respiratory Mortality,October,6.0,2019.0
Meghalaya,Respiratory Mortality,October,27.0,2019.0
Mizoram,Other Respiratory Illness Cases,October,146.0,2019.0
Mizoram,Asthma Cases,October,5.0,2019.0
Mizoram,Respiratory Hospitalizations,October,318.0,2019.0
Mizoram,Asthma/COPD Cases,October,358.0,2019.0
Mizoram,Respiratory Mortality,October,2.0,2019.0
Mizoram,Respiratory Mortality,October,17.0,2019.0
Nagaland,Other Respiratory Illness Cases,October,32.0,2019.0
Nagaland,Asthma Cases,October,3.0,2019.0
Nagaland,Respiratory Hospitalizations,October,62.0,2019.0
Nagaland,Asthma/COPD Cases,October,107.0,2019.0
Nagaland,Respiratory Mortality,October,0.0,2019.0
Nagaland,Respiratory Mortality,October,6.0,2019.0
Odisha,Other Respiratory Illness Cases,October,2317.0,2019.0
Odisha,Asthma Cases,October,1053.0,2019.0
Odisha,Respiratory Hospitalizations,October,3385.0,2019.0
Odisha,Asthma/COPD Cases,October,6252.0,2019.0
Odisha,Respiratory Mortality,October,26.0,2019.0
Odisha,Respiratory Mortality,October,153.0,2019.0
Puducherry,Other Respiratory Illness Cases,October,54.0,2019.0
Puducherry,Asthma Cases,October,262.0,2019.0
Puducherry,Respiratory Hospitalizations,October,264.0,2019.0
Puducherry,Asthma/COPD Cases,October,891.0,2019.0
Puducherry,Respiratory Mortality,October,0.0,2019.0
Puducherry,Respiratory Mortality,October,11.0,2019.0
Punjab,Other Respiratory Illness Cases,October,714.0,2019.0
Punjab,Asthma Cases,October,570.0,2019.0
Punjab,Respiratory Hospitalizations,October,1137.0,2019.0
Punjab,Asthma/COPD Cases,October,878.0,2019.0
Punjab,Respiratory Mortality,October,3.0,2019.0
Punjab,Respiratory Mortality,October,151.0,2019.0
Rajasthan,Other Respiratory Illness Cases,October,5909.0,2019.0
Rajasthan,Asthma Cases,October,1882.0,2019.0
Rajasthan,Respiratory Hospitalizations,October,2022.0,2019.0
Rajasthan,Asthma/COPD Cases,October,14826.0,2019.0
Rajasthan,Respiratory Mortality,October,39.0,2019.0
Rajasthan,Respiratory Mortality,October,335.0,2019.0
Sikkim,Other Respiratory Illness Cases,October,7.0,2019.0
Sikkim,Asthma Cases,October,0.0,2019.0
Sikkim,Respiratory Hospitalizations,October,136.0,2019.0
Sikkim,Asthma/COPD Cases,October,150.0,2019.0
Sikkim,Respiratory Mortality,October,0.0,2019.0
Sikkim,Respiratory Mortality,October,5.0,2019.0
Tamil Nadu,Other Respiratory Illness Cases,October,744.0,2019.0
Tamil Nadu,Asthma Cases,October,287.0,2019.0
Tamil Nadu,Respiratory Hospitalizations,October,62403.0,2019.0
Tamil Nadu,Asthma/COPD Cases,October,5614.0,2019.0
Tamil Nadu,Respiratory Mortality,October,10.0,2019.0
Tamil Nadu,Respiratory Mortality,October,366.0,2019.0
Telangana,Other Respiratory Illness Cases,October,257.0,2019.0
Telangana,Asthma Cases,October,341.0,2019.0
Telangana,Respiratory Hospitalizations,October,385.0,2019.0
Telangana,Asthma/COPD Cases,October,2321.0,2019.0
Telangana,Respiratory Mortality,October,3.0,2019.0
Telangana,Respiratory Mortality,October,89.0,2019.0
Tripura,Other Respiratory Illness Cases,October,45.0,2019.0
Tripura,Asthma Cases,October,41.0,2019.0
Tripura,Respiratory Hospitalizations,October,218.0,2019.0
Tripura,Asthma/COPD Cases,October,1057.0,2019.0
Tripura,Respiratory Mortality,October,0.0,2019.0
Tripura,Respiratory Mortality,October,37.0,2019.0
Uttar Pradesh,Other Respiratory Illness Cases,October,10203.0,2019.0
Uttar Pradesh,Asthma Cases,October,2958.0,2019.0
Uttar Pradesh,Respiratory Hospitalizations,October,2452.0,2019.0
Uttar Pradesh,Asthma/COPD Cases,October,20607.0,2019.0
Uttar Pradesh,Respiratory Mortality,October,16.0,2019.0
Uttar Pradesh,Respiratory Mortality,October,207.0,2019.0
Uttarakhand,Other Respiratory Illness Cases,October,225.0,2019.0
Uttarakhand,Asthma Cases,October,126.0,2019.0
Uttarakhand,Respiratory Hospitalizations,October,318.0,2019.0
Uttarakhand,Asthma/COPD Cases,October,549.0,2019.0
Uttarakhand,Respiratory Mortality,October,1.0,2019.0
Uttarakhand,Respiratory Mortality,October,28.0,2019.0
West Bengal,Other Respiratory Illness Cases,October,1068.0,2019.0
West Bengal,Asthma Cases,October,457.0,2019.0
West Bengal,Respiratory Hospitalizations,October,5927.0,2019.0
West Bengal,Asthma/COPD Cases,October,13715.0,2019.0
West Bengal,Respiratory Mortality,October,14.0,2019.0
West Bengal,Respiratory Mortality,October,809.0,2019.0
A & N Islands,Other Respiratory Illness Cases,November,2.0,2019.0
A & N Islands,Asthma Cases,November,4.0,2019.0
A & N Islands,Respiratory Hospitalizations,November,25.0,2019.0
A & N Islands,Asthma/COPD Cases,November,220.0,2019.0
A & N Islands,Respiratory Mortality,November,0.0,2019.0
A & N Islands,Respiratory Mortality,November,4.0,2019.0
Andhra Pradesh,Other Respiratory Illness Cases,November,1257.0,2019.0
Andhra Pradesh,Asthma Cases,November,1066.0,2019.0
Andhra Pradesh,Respiratory Hospitalizations,November,1810.0,2019.0
Andhra Pradesh,Asthma/COPD Cases,November,11786.0,2019.0
Andhra Pradesh,Respiratory Mortality,November,19.0,2019.0
Andhra Pradesh,Respiratory Mortality,November,382.0,2019.0
Arunachal Pradesh,Other Respiratory Illness Cases,November,17.0,2019.0
Arunachal Pradesh,Asthma Cases,November,10.0,2019.0
Arunachal Pradesh,Respiratory Hospitalizations,November,106.0,2019.0
Arunachal Pradesh,Asthma/COPD Cases,November,201.0,2019.0
Arunachal Pradesh,Respiratory Mortality,November,0.0,2019.0
Arunachal Pradesh,Respiratory Mortality,November,3.0,2019.0
Assam,Other Respiratory Illness Cases,November,1382.0,2019.0
Assam,Asthma Cases,November,591.0,2019.0
Assam,Respiratory Hospitalizations,November,1171.0,2019.0
Assam,Asthma/COPD Cases,November,2619.0,2019.0
Assam,Respiratory Mortality,November,8.0,2019.0
Assam,Respiratory Mortality,November,161.0,2019.0
Bihar,Other Respiratory Illness Cases,November,1632.0,2019.0
Bihar,Asthma Cases,November,500.0,2019.0
Bihar,Respiratory Hospitalizations,November,626.0,2019.0
Bihar,Asthma/COPD Cases,November,1325.0,2019.0
Bihar,Respiratory Mortality,November,9.0,2019.0
Bihar,Respiratory Mortality,November,8.0,2019.0
Chandigarh,Other Respiratory Illness Cases,November,487.0,2019.0
Chandigarh,Asthma Cases,November,215.0,2019.0
Chandigarh,Respiratory Hospitalizations,November,406.0,2019.0
Chandigarh,Asthma/COPD Cases,November,121.0,2019.0
Chandigarh,Respiratory Mortality,November,1.0,2019.0
Chandigarh,Respiratory Mortality,November,29.0,2019.0
Chhattisgarh,Other Respiratory Illness Cases,November,559.0,2019.0
Chhattisgarh,Asthma Cases,November,62.0,2019.0
Chhattisgarh,Respiratory Hospitalizations,November,1042.0,2019.0
Chhattisgarh,Asthma/COPD Cases,November,1648.0,2019.0
Chhattisgarh,Respiratory Mortality,November,12.0,2019.0
Chhattisgarh,Respiratory Mortality,November,96.0,2019.0
Dadra & Nagar Haveli,Other Respiratory Illness Cases,November,7.0,2019.0
Dadra & Nagar Haveli,Asthma Cases,November,2.0,2019.0
Dadra & Nagar Haveli,Respiratory Hospitalizations,November,109.0,2019.0
Dadra & Nagar Haveli,Asthma/COPD Cases,November,43.0,2019.0
Dadra & Nagar Haveli,Respiratory Mortality,November,0.0,2019.0
Dadra & Nagar Haveli,Respiratory Mortality,November,9.0,2019.0
Daman & Diu,Other Respiratory Illness Cases,November,4.0,2019.0
Daman & Diu,Asthma Cases,November,1.0,2019.0
Daman & Diu,Respiratory Hospitalizations,November,59.0,2019.0
Daman & Diu,Asthma/COPD Cases,November,57.0,2019.0
Daman & Diu,Respiratory Mortality,November,0.0,2019.0
Daman & Diu,Respiratory Mortality,November,0.0,2019.0
Delhi,Other Respiratory Illness Cases,November,3867.0,2019.0
Delhi,Asthma Cases,November,1793.0,2019.0
Delhi,Respiratory Hospitalizations,November,1189.0,2019.0
Delhi,Asthma/COPD Cases,November,3628.0,2019.0
Delhi,Respiratory Mortality,November,11.0,2019.0
Delhi,Respiratory Mortality,November,163.0,2019.0
Goa,Other Respiratory Illness Cases,November,78.0,2019.0
Goa,Asthma Cases,November,19.0,2019.0
Goa,Respiratory Hospitalizations,November,207.0,2019.0
Goa,Asthma/COPD Cases,November,366.0,2019.0
Goa,Respiratory Mortality,November,0.0,2019.0
Goa,Respiratory Mortality,November,11.0,2019.0
Gujarat,Other Respiratory Illness Cases,November,674.0,2019.0
Gujarat,Asthma Cases,November,399.0,2019.0
Gujarat,Respiratory Hospitalizations,November,2845.0,2019.0
Gujarat,Asthma/COPD Cases,November,5074.0,2019.0
Gujarat,Respiratory Mortality,November,24.0,2019.0
Gujarat,Respiratory Mortality,November,463.0,2019.0
Haryana,Other Respiratory Illness Cases,November,499.0,2019.0
Haryana,Asthma Cases,November,261.0,2019.0
Haryana,Respiratory Hospitalizations,November,711.0,2019.0
Haryana,Asthma/COPD Cases,November,1855.0,2019.0
Haryana,Respiratory Mortality,November,23.0,2019.0
Haryana,Respiratory Mortality,November,282.0,2019.0
Himachal Pradesh,Other Respiratory Illness Cases,November,386.0,2019.0
Himachal Pradesh,Asthma Cases,November,23.0,2019.0
Himachal Pradesh,Respiratory Hospitalizations,November,333.0,2019.0
Himachal Pradesh,Asthma/COPD Cases,November,2239.0,2019.0
Himachal Pradesh,Respiratory Mortality,November,1.0,2019.0
Himachal Pradesh,Respiratory Mortality,November,54.0,2019.0
Jammu & Kashmir,Other Respiratory Illness Cases,November,439.0,2019.0
Jammu & Kashmir,Asthma Cases,November,576.0,2019.0
Jammu & Kashmir,Respiratory Hospitalizations,November,2374.0,2019.0
Jammu & Kashmir,Asthma/COPD Cases,November,2490.0,2019.0
Jammu & Kashmir,Respiratory Mortality,November,2.0,2019.0
Jammu & Kashmir,Respiratory Mortality,November,13.0,2019.0
Jharkhand,Other Respiratory Illness Cases,November,132.0,2019.0
Jharkhand,Asthma Cases,November,70.0,2019.0
Jharkhand,Respiratory Hospitalizations,November,195.0,2019.0
Jharkhand,Asthma/COPD Cases,November,659.0,2019.0
Jharkhand,Respiratory Mortality,November,8.0,2019.0
Jharkhand,Respiratory Mortality,November,26.0,2019.0
Karnataka,Other Respiratory Illness Cases,November,3856.0,2019.0
Karnataka,Asthma Cases,November,2537.0,2019.0
Karnataka,Respiratory Hospitalizations,November,5509.0,2019.0
Karnataka,Asthma/COPD Cases,November,15889.0,2019.0
Karnataka,Respiratory Mortality,November,19.0,2019.0
Karnataka,Respiratory Mortality,November,871.0,2019.0
Kerala,Other Respiratory Illness Cases,November,1553.0,2019.0
Kerala,Asthma Cases,November,1761.0,2019.0
Kerala,Respiratory Hospitalizations,November,5118.0,2019.0
Kerala,Asthma/COPD Cases,November,9408.0,2019.0
Kerala,Respiratory Mortality,November,3.0,2019.0
Kerala,Respiratory Mortality,November,168.0,2019.0
Lakshadweep,Other Respiratory Illness Cases,November,8.0,2019.0
Lakshadweep,Asthma Cases,November,6.0,2019.0
Lakshadweep,Respiratory Hospitalizations,November,9.0,2019.0
Lakshadweep,Asthma/COPD Cases,November,49.0,2019.0
Lakshadweep,Respiratory Mortality,November,0.0,2019.0
Lakshadweep,Respiratory Mortality,November,1.0,2019.0
Madhya Pradesh,Other Respiratory Illness Cases,November,5157.0,2019.0
Madhya Pradesh,Asthma Cases,November,535.0,2019.0
Madhya Pradesh,Respiratory Hospitalizations,November,5577.0,2019.0
Madhya Pradesh,Asthma/COPD Cases,November,8867.0,2019.0
Madhya Pradesh,Respiratory Mortality,November,32.0,2019.0
Madhya Pradesh,Respiratory Mortality,November,390.0,2019.0
Maharashtra,Other Respiratory Illness Cases,November,1680.0,2019.0
Maharashtra,Asthma Cases,November,505.0,2019.0
Maharashtra,Respiratory Hospitalizations,November,2137.0,2019.0
Maharashtra,Asthma/COPD Cases,November,7298.0,2019.0
Maharashtra,Respiratory Mortality,November,30.0,2019.0
Maharashtra,Respiratory Mortality,November,1395.0,2019.0
Manipur,Other Respiratory Illness Cases,November,167.0,2019.0
Manipur,Asthma Cases,November,18.0,2019.0
Manipur,Respiratory Hospitalizations,November,341.0,2019.0
Manipur,Asthma/COPD Cases,November,134.0,2019.0
Manipur,Respiratory Mortality,November,0.0,2019.0
Manipur,Respiratory Mortality,November,3.0,2019.0
Meghalaya,Other Respiratory Illness Cases,November,570.0,2019.0
Meghalaya,Asthma Cases,November,41.0,2019.0
Meghalaya,Respiratory Hospitalizations,November,902.0,2019.0
Meghalaya,Asthma/COPD Cases,November,1155.0,2019.0
Meghalaya,Respiratory Mortality,November,14.0,2019.0
Meghalaya,Respiratory Mortality,November,33.0,2019.0
Mizoram,Other Respiratory Illness Cases,November,157.0,2019.0
Mizoram,Asthma Cases,November,15.0,2019.0
Mizoram,Respiratory Hospitalizations,November,565.0,2019.0
Mizoram,Asthma/COPD Cases,November,299.0,2019.0
Mizoram,Respiratory Mortality,November,0.0,2019.0
Mizoram,Respiratory Mortality,November,14.0,2019.0
Nagaland,Other Respiratory Illness Cases,November,32.0,2019.0
Nagaland,Asthma Cases,November,3.0,2019.0
Nagaland,Respiratory Hospitalizations,November,51.0,2019.0
Nagaland,Asthma/COPD Cases,November,121.0,2019.0
Nagaland,Respiratory Mortality,November,0.0,2019.0
Nagaland,Respiratory Mortality,November,6.0,2019.0
Odisha,Other Respiratory Illness Cases,November,2567.0,2019.0
Odisha,Asthma Cases,November,1322.0,2019.0
Odisha,Respiratory Hospitalizations,November,3164.0,2019.0
Odisha,Asthma/COPD Cases,November,5298.0,2019.0
Odisha,Respiratory Mortality,November,27.0,2019.0
Odisha,Respiratory Mortality,November,156.0,2019.0
Puducherry,Other Respiratory Illness Cases,November,155.0,2019.0
Puducherry,Asthma Cases,November,320.0,2019.0
Puducherry,Respiratory Hospitalizations,November,474.0,2019.0
Puducherry,Asthma/COPD Cases,November,896.0,2019.0
Puducherry,Respiratory Mortality,November,2.0,2019.0
Puducherry,Respiratory Mortality,November,9.0,2019.0
Punjab,Other Respiratory Illness Cases,November,833.0,2019.0
Punjab,Asthma Cases,November,872.0,2019.0
Punjab,Respiratory Hospitalizations,November,1337.0,2019.0
Punjab,Asthma/COPD Cases,November,1488.0,2019.0
Punjab,Respiratory Mortality,November,0.0,2019.0
Punjab,Respiratory Mortality,November,179.0,2019.0
Rajasthan,Other Respiratory Illness Cases,November,8758.0,2019.0
Rajasthan,Asthma Cases,November,2579.0,2019.0
Rajasthan,Respiratory Hospitalizations,November,4699.0,2019.0
Rajasthan,Asthma/COPD Cases,November,16502.0,2019.0
Rajasthan,Respiratory Mortality,November,22.0,2019.0
Rajasthan,Respiratory Mortality,November,377.0,2019.0
Sikkim,Other Respiratory Illness Cases,November,20.0,2019.0
Sikkim,Asthma Cases,November,2.0,2019.0
Sikkim,Respiratory Hospitalizations,November,102.0,2019.0
Sikkim,Asthma/COPD Cases,November,188.0,2019.0
Sikkim,Respiratory Mortality,November,0.0,2019.0
Sikkim,Respiratory Mortality,November,2.0,2019.0
Tamil Nadu,Other Respiratory Illness Cases,November,757.0,2019.0
Tamil Nadu,Asthma Cases,November,475.0,2019.0
Tamil Nadu,Respiratory Hospitalizations,November,78730.0,2019.0
Tamil Nadu,Asthma/COPD Cases,November,9233.0,2019.0
Tamil Nadu,Respiratory Mortality,November,8.0,2019.0
Tamil Nadu,Respiratory Mortality,November,442.0,2019.0
Telangana,Other Respiratory Illness Cases,November,376.0,2019.0
Telangana,Asthma Cases,November,494.0,2019.0
Telangana,Respiratory Hospitalizations,November,807.0,2019.0
Telangana,Asthma/COPD Cases,November,2829.0,2019.0
Telangana,Respiratory Mortality,November,1.0,2019.0
Telangana,Respiratory Mortality,November,100.0,2019.0
Tripura,Other Respiratory Illness Cases,November,104.0,2019.0
Tripura,Asthma Cases,November,31.0,2019.0
Tripura,Respiratory Hospitalizations,November,388.0,2019.0
Tripura,Asthma/COPD Cases,November,1156.0,2019.0
Tripura,Respiratory Mortality,November,2.0,2019.0
Tripura,Respiratory Mortality,November,58.0,2019.0
Uttar Pradesh,Other Respiratory Illness Cases,November,13211.0,2019.0
Uttar Pradesh,Asthma Cases,November,3219.0,2019.0
Uttar Pradesh,Respiratory Hospitalizations,November,5717.0,2019.0
Uttar Pradesh,Asthma/COPD Cases,November,22087.0,2019.0
Uttar Pradesh,Respiratory Mortality,November,9.0,2019.0
Uttar Pradesh,Respiratory Mortality,November,221.0,2019.0
Uttarakhand,Other Respiratory Illness Cases,November,317.0,2019.0
Uttarakhand,Asthma Cases,November,162.0,2019.0
Uttarakhand,Respiratory Hospitalizations,November,244.0,2019.0
Uttarakhand,Asthma/COPD Cases,November,521.0,2019.0
Uttarakhand,Respiratory Mortality,November,1.0,2019.0
Uttarakhand,Respiratory Mortality,November,24.0,2019.0
West Bengal,Other Respiratory Illness Cases,November,2291.0,2019.0
West Bengal,Asthma Cases,November,785.0,2019.0
West Bengal,Respiratory Hospitalizations,November,12192.0,2019.0
West Bengal,Asthma/COPD Cases,November,26287.0,2019.0
West Bengal,Respiratory Mortality,November,34.0,2019.0
West Bengal,Respiratory Mortality,November,1029.0,2019.0
A & N Islands,Other Respiratory Illness Cases,November,2.0,2019.0
A & N Islands,Asthma Cases,November,4.0,2019.0
A & N Islands,Respiratory Hospitalizations,November,25.0,2019.0
A & N Islands,Asthma/COPD Cases,November,220.0,2019.0
A & N Islands,Respiratory Mortality,November,0.0,2019.0
A & N Islands,Respiratory Mortality,November,4.0,2019.0
Andhra Pradesh,Other Respiratory Illness Cases,November,1257.0,2019.0
Andhra Pradesh,Asthma Cases,November,1066.0,2019.0
Andhra Pradesh,Respiratory Hospitalizations,November,1810.0,2019.0
Andhra Pradesh,Asthma/COPD Cases,November,11786.0,2019.0
Andhra Pradesh,Respiratory Mortality,November,19.0,2019.0
Andhra Pradesh,Respiratory Mortality,November,382.0,2019.0
Arunachal Pradesh,Other Respiratory Illness Cases,November,17.0,2019.0
Arunachal Pradesh,Asthma Cases,November,10.0,2019.0
Arunachal Pradesh,Respiratory Hospitalizations,November,94.0,2019.0
Arunachal Pradesh,Asthma/COPD Cases,November,177.0,2019.0
Arunachal Pradesh,Respiratory Mortality,November,0.0,2019.0
Arunachal Pradesh,Respiratory Mortality,November,2.0,2019.0
Assam,Other Respiratory Illness Cases,November,1176.0,2019.0
Assam,Asthma Cases,November,445.0,2019.0
Assam,Respiratory Hospitalizations,November,838.0,2019.0
Assam,Asthma/COPD Cases,November,1913.0,2019.0
Assam,Respiratory Mortality,November,8.0,2019.0
Assam,Respiratory Mortality,November,141.0,2019.0
Bihar,Other Respiratory Illness Cases,November,1535.0,2019.0
Bihar,Asthma Cases,November,500.0,2019.0
Bihar,Respiratory Hospitalizations,November,626.0,2019.0
Bihar,Asthma/COPD Cases,November,1277.0,2019.0
Bihar,Respiratory Mortality,November,9.0,2019.0
Bihar,Respiratory Mortality,November,8.0,2019.0
Chandigarh,Other Respiratory Illness Cases,November,487.0,2019.0
Chandigarh,Asthma Cases,November,215.0,2019.0
Chandigarh,Respiratory Hospitalizations,November,406.0,2019.0
Chandigarh,Asthma/COPD Cases,November,121.0,2019.0
Chandigarh,Respiratory Mortality,November,1.0,2019.0
Chandigarh,Respiratory Mortality,November,29.0,2019.0
Chhattisgarh,Other Respiratory Illness Cases,November,476.0,2019.0
Chhattisgarh,Asthma Cases,November,48.0,2019.0
Chhattisgarh,Respiratory Hospitalizations,November,922.0,2019.0
Chhattisgarh,Asthma/COPD Cases,November,1283.0,2019.0
Chhattisgarh,Respiratory Mortality,November,12.0,2019.0
Chhattisgarh,Respiratory Mortality,November,95.0,2019.0
Dadra & Nagar Haveli,Other Respiratory Illness Cases,November,7.0,2019.0
Dadra & Nagar Haveli,Asthma Cases,November,2.0,2019.0
Dadra & Nagar Haveli,Respiratory Hospitalizations,November,109.0,2019.0
Dadra & Nagar Haveli,Asthma/COPD Cases,November,43.0,2019.0
Dadra & Nagar Haveli,Respiratory Mortality,November,0.0,2019.0
Dadra & Nagar Haveli,Respiratory Mortality,November,9.0,2019.0
Daman & Diu,Other Respiratory Illness Cases,November,4.0,2019.0
Daman & Diu,Asthma Cases,November,1.0,2019.0
Daman & Diu,Respiratory Hospitalizations,November,59.0,2019.0
Daman & Diu,Asthma/COPD Cases,November,57.0,2019.0
Daman & Diu,Respiratory Mortality,November,0.0,2019.0
Daman & Diu,Respiratory Mortality,November,0.0,2019.0
Delhi,Other Respiratory Illness Cases,November,2963.0,2019.0
Delhi,Asthma Cases,November,1165.0,2019.0
Delhi,Respiratory Hospitalizations,November,770.0,2019.0
Delhi,Asthma/COPD Cases,November,1089.0,2019.0
Delhi,Respiratory Mortality,November,10.0,2019.0
Delhi,Respiratory Mortality,November,78.0,2019.0
Goa,Other Respiratory Illness Cases,November,78.0,2019.0
Goa,Asthma Cases,November,19.0,2019.0
Goa,Respiratory Hospitalizations,November,207.0,2019.0
Goa,Asthma/COPD Cases,November,366.0,2019.0
Goa,Respiratory Mortality,November,0.0,2019.0
Goa,Respiratory Mortality,November,11.0,2019.0
Gujarat,Other Respiratory Illness Cases,November,642.0,2019.0
Gujarat,Asthma Cases,November,361.0,2019.0
Gujarat,Respiratory Hospitalizations,November,2761.0,2019.0
Gujarat,Asthma/COPD Cases,November,5046.0,2019.0
Gujarat,Respiratory Mortality,November,24.0,2019.0
Gujarat,Respiratory Mortality,November,463.0,2019.0
Haryana,Other Respiratory Illness Cases,November,499.0,2019.0
Haryana,Asthma Cases,November,261.0,2019.0
Haryana,Respiratory Hospitalizations,November,711.0,2019.0
Haryana,Asthma/COPD Cases,November,1855.0,2019.0
Haryana,Respiratory Mortality,November,23.0,2019.0
Haryana,Respiratory Mortality,November,282.0,2019.0
Himachal Pradesh,Other Respiratory Illness Cases,November,386.0,2019.0
Himachal Pradesh,Asthma Cases,November,23.0,2019.0
Himachal Pradesh,Respiratory Hospitalizations,November,333.0,2019.0
Himachal Pradesh,Asthma/COPD Cases,November,2232.0,2019.0
Himachal Pradesh,Respiratory Mortality,November,1.0,2019.0
Himachal Pradesh,Respiratory Mortality,November,54.0,2019.0
Jammu & Kashmir,Other Respiratory Illness Cases,November,425.0,2019.0
Jammu & Kashmir,Asthma Cases,November,565.0,2019.0
Jammu & Kashmir,Respiratory Hospitalizations,November,2355.0,2019.0
Jammu & Kashmir,Asthma/COPD Cases,November,2490.0,2019.0
Jammu & Kashmir,Respiratory Mortality,November,2.0,2019.0
Jammu & Kashmir,Respiratory Mortality,November,13.0,2019.0
Jharkhand,Other Respiratory Illness Cases,November,97.0,2019.0
Jharkhand,Asthma Cases,November,48.0,2019.0
Jharkhand,Respiratory Hospitalizations,November,152.0,2019.0
Jharkhand,Asthma/COPD Cases,November,489.0,2019.0
Jharkhand,Respiratory Mortality,November,8.0,2019.0
Jharkhand,Respiratory Mortality,November,26.0,2019.0
Karnataka,Other Respiratory Illness Cases,November,3304.0,2019.0
Karnataka,Asthma Cases,November,1875.0,2019.0
Karnataka,Respiratory Hospitalizations,November,3786.0,2019.0
Karnataka,Asthma/COPD Cases,November,12446.0,2019.0
Karnataka,Respiratory Mortality,November,18.0,2019.0
Karnataka,Respiratory Mortality,November,775.0,2019.0
Kerala,Other Respiratory Illness Cases,November,709.0,2019.0
Kerala,Asthma Cases,November,839.0,2019.0
Kerala,Respiratory Hospitalizations,November,2734.0,2019.0
Kerala,Asthma/COPD Cases,November,6510.0,2019.0
Kerala,Respiratory Mortality,November,3.0,2019.0
Kerala,Respiratory Mortality,November,86.0,2019.0
Lakshadweep,Other Respiratory Illness Cases,November,8.0,2019.0
Lakshadweep,Asthma Cases,November,6.0,2019.0
Lakshadweep,Respiratory Hospitalizations,November,9.0,2019.0
Lakshadweep,Asthma/COPD Cases,November,49.0,2019.0
Lakshadweep,Respiratory Mortality,November,0.0,2019.0
Lakshadweep,Respiratory Mortality,November,1.0,2019.0
Madhya Pradesh,Other Respiratory Illness Cases,November,4823.0,2019.0
Madhya Pradesh,Asthma Cases,November,498.0,2019.0
Madhya Pradesh,Respiratory Hospitalizations,November,5109.0,2019.0
Madhya Pradesh,Asthma/COPD Cases,November,6856.0,2019.0
Madhya Pradesh,Respiratory Mortality,November,32.0,2019.0
Madhya Pradesh,Respiratory Mortality,November,339.0,2019.0
Maharashtra,Other Respiratory Illness Cases,November,1503.0,2019.0
Maharashtra,Asthma Cases,November,485.0,2019.0
Maharashtra,Respiratory Hospitalizations,November,1962.0,2019.0
Maharashtra,Asthma/COPD Cases,November,7298.0,2019.0
Maharashtra,Respiratory Mortality,November,28.0,2019.0
Maharashtra,Respiratory Mortality,November,1162.0,2019.0
Manipur,Other Respiratory Illness Cases,November,157.0,2019.0
Manipur,Asthma Cases,November,18.0,2019.0
